Biome,Taxon,TPLName,Family,Reference,Year,Country,Population,Latitude,Longitude,Dry_storage,Setting,Sterilization,Nutrients,Substrate,Container_type,Container_size,Container_number,Number_per_container,Incubation_days,Scarification,Stratification_days,Stratification_temperature,Stratification_type,Stratification,Light,Photoperiod,Alternating,Tdif,Tmax,Tmin,Tmean,Temperature,Germinated,Number_seeds
TBMF,Camellia sinensis,Camellia sinensis,Theaceae,"Chen, H., et al. (2012). ""Post desiccation germination of mature seeds of tea (Camellia sinensis L.) can be enhanced by pro-oxidant treatment, but partial desiccation tolerance does not ensure survival at -20 degrees C."" Plant Sci 184: 36-44.",2010,China,"Kunming, China",25.016666666666666,102.71666666666667,Y,Incubator,,,Agar,Petri,4 cm,4,15,61,N,0,None,None,N,Y,8,N,0,25,25,24.999999999999996,25,50,60
TBMF,Neolitsea aciculata,Neolitsea aciculata,Lauraceae,"Chen, S. Y. K., S. R.; Chien, C. T. (2007). ""Storage behaviour of seeds of Cinnamomum osmophloeum and Neolitsea aciculata var. variabillima (Lauraceae)."" Seed Science and Technology 35(1): 237-243.",2002,Taiwan,"Peitungyenshan, Nantou County, Taiwan",24.083333333333332,121.11666666666666,Y,Incubator,,,Moss,Bag,,3,40,84,N,0,None,None,N,Y,12,Y,10,30,20,25,25,109,120
TBMF,Myrica rubra,Myrica rubra,Myricaceae,"Chen, S. Y., et al. (2008). ""Roles of gibberellins and abscisic acid in dormancy and germination of red bayberry (Myrica rubra) seeds."" Tree Physiol 28(9): 1431-1439.",2003,Taiwan,"Nanjuang, Miaoli County, Taiwan",24.6,120.98333333333333,Y,Incubator,,,Moss,Bag,,3,25,140,N,168,30/20+4,W+C,Y,Y,12,Y,10,30,20,25,25,52,75
TBMF,Myrica rubra,Myrica rubra,Myricaceae,"Chen, S. Y., et al. (2008). ""Roles of gibberellins and abscisic acid in dormancy and germination of red bayberry (Myrica rubra) seeds."" Tree Physiol 28(9): 1431-1439.",2003,Taiwan,"Nanjuang, Miaoli County, Taiwan",24.6,120.98333333333333,Y,Incubator,,,Moss,Bag,,3,25,140,N,84,4,Cold,Y,Y,12,Y,10,30,20,25,25,32,75
TBMF,Myrica rubra,Myrica rubra,Myricaceae,"Chen, S. Y., et al. (2008). ""Roles of gibberellins and abscisic acid in dormancy and germination of red bayberry (Myrica rubra) seeds."" Tree Physiol 28(9): 1431-1439.",2003,Taiwan,"Nanjuang, Miaoli County, Taiwan",24.6,120.98333333333333,Y,Incubator,,,Moss,Bag,,3,25,140,N,0,None,None,N,Y,12,Y,10,30,20,25,25,23,75
TBMF,Phellodendron amurense,Phellodendron amurense,Rutaceae,"Chen, S. Y., et al. (2010). ""Storage behavior and changes in concentrations of abscisic acid and gibberellins during dormancy break and germination in seeds of Phellodendron amurense var. wilsonii (Rutaceae)."" Tree Physiol 30(2): 275-284.",2004,Taiwan,"Taiping Mountain, Ilan Co, Taiwan",24.5,121.48333333333333,N,Incubator,,,Moss,Bag,,3,100,84,N,0,None,None,N,Y,12,Y,10,30,20,25,25,3,300
TBMF,Phellodendron amurense,Phellodendron amurense,Rutaceae,"Chen, S. Y., et al. (2010). ""Storage behavior and changes in concentrations of abscisic acid and gibberellins during dormancy break and germination in seeds of Phellodendron amurense var. wilsonii (Rutaceae)."" Tree Physiol 30(2): 275-284.",2004,Taiwan,"Taiping Mountain, Ilan Co, Taiwan",24.5,121.48333333333333,N,Incubator,,,Moss,Bag,,3,100,84,N,84,4,Cold,Y,Y,12,Y,10,30,20,25,25,262,300
TBMF,Phellodendron amurense,Phellodendron amurense,Rutaceae,"Chien, C. T. C., S. Y.; Chang, S. H.; Chung, J. D. (2006). ""Dormancy and germination in seeds of the medicinal Asian tree species Phellodendron amurense var. wilsonii (Rutaceae)."" Seed Science and Technology 34(3): 561-571.",2004,Taiwan,"Taiping Mountain, Ilan County, northeastern Taiwan",24.5,121.48333333333333,Y,Incubator,,,Moss,,,3,100,84,N,0,None,None,N,Y,12,N,0,25,25,25,25,0,300
TBMF,Phellodendron amurense,Phellodendron amurense,Rutaceae,"Chien, C. T. C., S. Y.; Chang, S. H.; Chung, J. D. (2006). ""Dormancy and germination in seeds of the medicinal Asian tree species Phellodendron amurense var. wilsonii (Rutaceae)."" Seed Science and Technology 34(3): 561-571.",2004,Taiwan,"Taiping Mountain, Ilan County, northeastern Taiwan",24.5,121.48333333333333,Y,Incubator,,,Moss,,,3,100,84,N,0,None,None,N,Y,12,Y,10,30,20,25,25,0,300
TBMF,Phellodendron amurense,Phellodendron amurense,Rutaceae,"Chien, C. T. C., S. Y.; Chang, S. H.; Chung, J. D. (2006). ""Dormancy and germination in seeds of the medicinal Asian tree species Phellodendron amurense var. wilsonii (Rutaceae)."" Seed Science and Technology 34(3): 561-571.",2004,Taiwan,"Taiping Mountain, Ilan County, northeastern Taiwan",24.5,121.48333333333333,Y,Incubator,,,Moss,,,3,100,84,N,0,None,None,N,Y,12,Y,10,25,15,20,20,3,300
TBMF,Phellodendron amurense,Phellodendron amurense,Rutaceae,"Chien, C. T. C., S. Y.; Chang, S. H.; Chung, J. D. (2006). ""Dormancy and germination in seeds of the medicinal Asian tree species Phellodendron amurense var. wilsonii (Rutaceae)."" Seed Science and Technology 34(3): 561-571.",2004,Taiwan,"Taiping Mountain, Ilan County, northeastern Taiwan",24.5,121.48333333333333,Y,Incubator,,,Moss,,,3,100,84,N,140,4,Cold,Y,Y,12,Y,10,30,20,25,25,288,300
TBMF,Phellodendron amurense,Phellodendron amurense,Rutaceae,"Chien, C. T. C., S. Y.; Chang, S. H.; Chung, J. D. (2006). ""Dormancy and germination in seeds of the medicinal Asian tree species Phellodendron amurense var. wilsonii (Rutaceae)."" Seed Science and Technology 34(3): 561-571.",2004,Taiwan,"Taiping Mountain, Ilan County, northeastern Taiwan",24.5,121.48333333333333,Y,Incubator,,,Moss,,,3,100,84,N,0,None,None,N,Y,12,Y,25,35,10,22.5,20,279,300
TCF,Pseudotsuga menziesii,Pseudotsuga menziesii,Pinaceae,"Ching, T. M. (1959). ""Activation of Germination in Douglas Fir Seed by Hydrogen Peroxide."" Plant Physiol 34(5): 557-563.",1957,USA,"Weyerhauser Timber Company, Centralia, Washington, USA",46.71666666666667,-122.95,Y,Incubator,,,Sand,Box,,4,100,30,N,0,None,None,N,Y,8,Y,10,30,20,23.333333333333332,25,300,400
TBMF,Betula pendula,Betula pendula,Betulaceae,"Chmielarz, P. (2009). ""Cryopreservation of conditionally dormant orthodox seeds of Betula pendula."" Acta Physiologiae Plantarum 32(3): 591-596.",2000,Poland,"Totun, Poland",53,18.583333333333332,Y,Incubator,,,Filter paper,,,4,50,14,N,0,None,None,N,Y,12,N,0,23,23,23,25,102,200
TBMF,Fraxinus excelsior,Fraxinus excelsior,Oleaceae,"Chmielarz, P. (2009). ""Cryopreservation of dormant European ash (Fraxinus excelsior) orthodox seeds."" Tree Physiol 29(10): 1279-1285.",2000,Poland,"Poznan, Poland",52.416666666666664,16.916666666666668,Y,Incubator,,,Sand and peat 1:1,Box,.25 l,4,50,70,N,16,3,Cold,Y,N,0,Y,12,15,3,9,10,130,200
TBMF,Carpinus betulus,Carpinus betulus,Betulaceae,"Chmielarz, P. (2010). ""Cryopreservation of dormant orthodox seeds of European hornbeam (Carpinus betulus)."" Seed Science and Technology 38(1): 146-157.",2000,Poland,"Kórnik, Poznan, Poland",52.233333333333334,17.083333333333332,Y,Incubator,,,Filter paper,,,4,50,70,N,140,20+3,W+C,Y,NA,NA,Y,17,20,3,11.5,10,178,200
TBMF,Alnus glutinosa,Alnus glutinosa,Betulaceae,"Chmielarz, P. (2010). ""Cryopreservation of orthodox seeds of Alnus glutinosa."" Cryo Letters 31(2): 139-146.",2000,Poland,"Bierzwnik, Poland",53.03333333333333,15.65,Y,Incubator,,,Filter paper,,,4,50,14,N,0,None,None,N,Y,12,N,0,23,23,23,25,90,200
TBMF,Alnus glutinosa,Alnus glutinosa,Betulaceae,"Chmielarz, P. (2010). ""Cryopreservation of orthodox seeds of Alnus glutinosa."" Cryo Letters 31(2): 139-146.",2000,Poland,"Henryków, Poland",50.65,17.016666666666666,Y,Incubator,,,Filter paper,,,4,50,14,N,0,None,None,N,Y,12,N,0,23,23,23,25,100,200
TBMF,Ulmus glabra,Ulmus glabra,Ulmaceae,"Chmielarz, P. (2010). ""Cryopreservation of the non-dormant orthodox seeds of Ulmus glabra."" Acta Biol Hung 61(2): 224-233.",2000,Poland,"Ko?obrzeg 1, Poland",54.166666666666664,15.516666666666667,Y,Incubator,,,Sand and peat 1:1,Box,.2 l,4,50,14,N,0,None,None,N,Y,12,N,0,23,23,23,25,158,200
TBMF,Ulmus glabra,Ulmus glabra,Ulmaceae,"Chmielarz, P. (2010). ""Cryopreservation of the non-dormant orthodox seeds of Ulmus glabra."" Acta Biol Hung 61(2): 224-233.",2000,Poland,"Ko?obrzeg 2, Poland",54.166666666666664,15.583333333333334,Y,Incubator,,,Sand and peat 1:1,Box,.2 l,4,50,14,N,0,None,None,N,Y,12,N,0,23,23,23,25,126,200
TBMF,Cornus kousa,Cornus kousa,Cornaceae,"Cho, J. S. and C. H. Lee (2018). ""Effect of germination and water absorption on scarification and stratification of kousa dogwood seed."" Horticulture, Environment, and Biotechnology 59(3): 335-344.",2013,South Korea,"Miwon-myeon region, Cheogju-si, Korea",36.61666666666667,127.66666666666667,Y,Incubator,,,Filter paper,Petri,9 cm,4,50,28,Y,84,4,Cold,Y,Y,24,N,0,25,25,25,25,88,200
TBMF,Cornus kousa,Cornus kousa,Cornaceae,"Cho, J. S. and C. H. Lee (2018). ""Effect of germination and water absorption on scarification and stratification of kousa dogwood seed."" Horticulture, Environment, and Biotechnology 59(3): 335-344.",2013,South Korea,"Miwon-myeon region, Cheogju-si, Korea",36.61666666666667,127.66666666666667,Y,Incubator,,,Filter paper,Petri,9 cm,4,50,28,Y,84,4,Cold,Y,N,0,N,0,20,20,20,20,76,200
TBMF,Cornus kousa,Cornus kousa,Cornaceae,"Cho, J. S. and C. H. Lee (2018). ""Effect of germination and water absorption on scarification and stratification of kousa dogwood seed."" Horticulture, Environment, and Biotechnology 59(3): 335-344.",2013,South Korea,"Miwon-myeon region, Cheogju-si, Korea",36.61666666666667,127.66666666666667,Y,Incubator,,,Filter paper,Petri,9 cm,4,50,28,Y,84,4,Cold,Y,Y,24,N,0,20,20,20,20,76,200
TBMF,Cornus kousa,Cornus kousa,Cornaceae,"Cho, J. S. and C. H. Lee (2018). ""Effect of germination and water absorption on scarification and stratification of kousa dogwood seed."" Horticulture, Environment, and Biotechnology 59(3): 335-344.",2013,South Korea,"Miwon-myeon region, Cheogju-si, Korea",36.61666666666667,127.66666666666667,Y,Incubator,,,Filter paper,Petri,9 cm,4,50,28,N,84,4,Cold,Y,N,0,N,0,20,20,20,20,54,200
TBMF,Cornus kousa,Cornus kousa,Cornaceae,"Cho, J. S. and C. H. Lee (2018). ""Effect of germination and water absorption on scarification and stratification of kousa dogwood seed."" Horticulture, Environment, and Biotechnology 59(3): 335-344.",2013,South Korea,"Miwon-myeon region, Cheogju-si, Korea",36.61666666666667,127.66666666666667,Y,Incubator,,,Filter paper,Petri,9 cm,4,50,28,N,0,None,None,N,Y,24,N,0,20,20,20,20,0,200
TBMF,Cornus kousa,Cornus kousa,Cornaceae,"Cho, J. S. and C. H. Lee (2018). ""Effect of germination and water absorption on scarification and stratification of kousa dogwood seed."" Horticulture, Environment, and Biotechnology 59(3): 335-344.",2013,South Korea,"Miwon-myeon region, Cheogju-si, Korea",36.61666666666667,127.66666666666667,Y,Incubator,,,Filter paper,Petri,9 cm,4,50,28,Y,0,None,None,N,Y,24,N,0,20,20,20,20,26,200
TBMF,Cornus kousa,Cornus kousa,Cornaceae,"Cho, J. S. and C. H. Lee (2018). ""Effect of germination and water absorption on scarification and stratification of kousa dogwood seed."" Horticulture, Environment, and Biotechnology 59(3): 335-344.",2013,South Korea,"Miwon-myeon region, Cheogju-si, Korea",36.61666666666667,127.66666666666667,Y,Incubator,,,Filter paper,Petri,9 cm,4,50,28,Y,84,4,Cold,Y,N,0,N,0,20,20,20,20,72,200
TBMF,Cornus kousa,Cornus kousa,Cornaceae,"Cho, J. S. and C. H. Lee (2018). ""Effect of germination and water absorption on scarification and stratification of kousa dogwood seed."" Horticulture, Environment, and Biotechnology 59(3): 335-344.",2013,South Korea,"Miwon-myeon region, Cheogju-si, Korea",36.61666666666667,127.66666666666667,Y,Incubator,,,Filter paper,Petri,9 cm,4,50,28,Y,84,4,Cold,Y,Y,24,N,0,15,15,15,15,64,200
TBMF,Cornus kousa,Cornus kousa,Cornaceae,"Cho, J. S. and C. H. Lee (2018). ""Effect of germination and water absorption on scarification and stratification of kousa dogwood seed."" Horticulture, Environment, and Biotechnology 59(3): 335-344.",2013,South Korea,"Miwon-myeon region, Cheogju-si, Korea",36.61666666666667,127.66666666666667,Y,Incubator,,,Filter paper,Petri,9 cm,4,50,28,Y,84,4,Cold,Y,Y,24,N,0,30,30,30,30,98,200
TBMF,Cornus kousa,Cornus kousa,Cornaceae,"Cho, J. S. and C. H. Lee (2018). ""Effect of germination and water absorption on scarification and stratification of kousa dogwood seed."" Horticulture, Environment, and Biotechnology 59(3): 335-344.",2013,South Korea,"Miwon-myeon region, Cheogju-si, Korea",36.61666666666667,127.66666666666667,Y,Incubator,,,Filter paper,Petri,9 cm,4,50,28,N,0,None,None,N,N,0,N,0,20,20,20,20,0,200
TBMF,Cornus kousa,Cornus kousa,Cornaceae,"Cho, J. S. and C. H. Lee (2018). ""Effect of germination and water absorption on scarification and stratification of kousa dogwood seed."" Horticulture, Environment, and Biotechnology 59(3): 335-344.",2013,South Korea,"Miwon-myeon region, Cheogju-si, Korea",36.61666666666667,127.66666666666667,Y,Incubator,,,Filter paper,Petri,9 cm,4,50,28,Y,84,4,Cold,Y,Y,24,N,0,20,20,20,20,74,200
TBMF,Cornus kousa,Cornus kousa,Cornaceae,"Cho, J. S. and C. H. Lee (2018). ""Effect of germination and water absorption on scarification and stratification of kousa dogwood seed."" Horticulture, Environment, and Biotechnology 59(3): 335-344.",2013,South Korea,"Miwon-myeon region, Cheogju-si, Korea",36.61666666666667,127.66666666666667,Y,Incubator,,,Filter paper,Petri,9 cm,4,50,28,Y,84,4,Cold,Y,N,0,N,0,25,25,25,25,78,200
TBMF,Cornus kousa,Cornus kousa,Cornaceae,"Cho, J. S. and C. H. Lee (2018). ""Effect of germination and water absorption on scarification and stratification of kousa dogwood seed."" Horticulture, Environment, and Biotechnology 59(3): 335-344.",2013,South Korea,"Miwon-myeon region, Cheogju-si, Korea",36.61666666666667,127.66666666666667,Y,Incubator,,,Filter paper,Petri,9 cm,4,50,28,N,84,4,Cold,Y,Y,24,N,0,20,20,20,20,60,200
TBMF,Cornus kousa,Cornus kousa,Cornaceae,"Cho, J. S. and C. H. Lee (2018). ""Effect of germination and water absorption on scarification and stratification of kousa dogwood seed."" Horticulture, Environment, and Biotechnology 59(3): 335-344.",2013,South Korea,"Miwon-myeon region, Cheogju-si, Korea",36.61666666666667,127.66666666666667,Y,Incubator,,,Filter paper,Petri,9 cm,4,50,28,Y,84,4,Cold,Y,N,0,N,0,15,15,15,15,48,200
TBMF,Cornus kousa,Cornus kousa,Cornaceae,"Cho, J. S. and C. H. Lee (2018). ""Effect of germination and water absorption on scarification and stratification of kousa dogwood seed."" Horticulture, Environment, and Biotechnology 59(3): 335-344.",2013,South Korea,"Miwon-myeon region, Cheogju-si, Korea",36.61666666666667,127.66666666666667,Y,Incubator,,,Filter paper,Petri,9 cm,4,50,28,Y,84,4,Cold,Y,N,0,N,0,30,30,30,30,92,200
TBMF,Cornus kousa,Cornus kousa,Cornaceae,"Cho, J. S. and C. H. Lee (2018). ""Effect of germination and water absorption on scarification and stratification of kousa dogwood seed."" Horticulture, Environment, and Biotechnology 59(3): 335-344.",2013,South Korea,"Miwon-myeon region, Cheogju-si, Korea",36.61666666666667,127.66666666666667,Y,Incubator,,,Filter paper,Petri,9 cm,4,50,28,Y,0,None,None,N,N,0,N,0,20,20,20,20,28,200
TBMF,Hydrangea petiolaris,Hydrangea petiolaris,Hydrangeaceae,"Cho, J. S., et al. (2014). ""Several Factors Affecting Seed Germination of Hydrangea petiolaris Siebold & Zucc."" Korean Journal of Plant Resources 27(5): 534-539.",2011,South Korea,"Jeju, South Korea",33.38333333333333,126.56666666666666,Y,Incubator,,,Filter paper,Petri,9 cm,4,50,34,N,0,None,None,N,N,0,N,0,20,20,20,20,0,200
TBMF,Hydrangea petiolaris,Hydrangea petiolaris,Hydrangeaceae,"Cho, J. S., et al. (2014). ""Several Factors Affecting Seed Germination of Hydrangea petiolaris Siebold & Zucc."" Korean Journal of Plant Resources 27(5): 534-539.",2011,South Korea,"Jeju, South Korea",33.38333333333333,126.56666666666666,Y,Incubator,,,Filter paper,Petri,9 cm,4,50,34,N,0,None,None,N,Y,24,N,0,15,15,15,15,0,200
TBMF,Hydrangea petiolaris,Hydrangea petiolaris,Hydrangeaceae,"Cho, J. S., et al. (2014). ""Several Factors Affecting Seed Germination of Hydrangea petiolaris Siebold & Zucc."" Korean Journal of Plant Resources 27(5): 534-539.",2011,South Korea,"Jeju, South Korea",33.38333333333333,126.56666666666666,Y,Incubator,,,Filter paper,Petri,9 cm,4,50,34,N,0,None,None,N,N,0,N,0,15,15,15,15,0,200
TBMF,Hydrangea petiolaris,Hydrangea petiolaris,Hydrangeaceae,"Cho, J. S., et al. (2014). ""Several Factors Affecting Seed Germination of Hydrangea petiolaris Siebold & Zucc."" Korean Journal of Plant Resources 27(5): 534-539.",2011,South Korea,"Jeju, South Korea",33.38333333333333,126.56666666666666,Y,Incubator,,,Filter paper,Petri,9 cm,4,50,34,N,0,None,None,N,Y,24,N,0,25,25,25,25,156,200
TBMF,Hydrangea petiolaris,Hydrangea petiolaris,Hydrangeaceae,"Cho, J. S., et al. (2014). ""Several Factors Affecting Seed Germination of Hydrangea petiolaris Siebold & Zucc."" Korean Journal of Plant Resources 27(5): 534-539.",2011,South Korea,"Jeju, South Korea",33.38333333333333,126.56666666666666,Y,Incubator,,,Filter paper,Petri,9 cm,4,50,34,N,0,None,None,N,Y,24,N,0,30,30,30,30,40,200
TBMF,Hydrangea petiolaris,Hydrangea petiolaris,Hydrangeaceae,"Cho, J. S., et al. (2014). ""Several Factors Affecting Seed Germination of Hydrangea petiolaris Siebold & Zucc."" Korean Journal of Plant Resources 27(5): 534-539.",2011,South Korea,"Jeju, South Korea",33.38333333333333,126.56666666666666,Y,Incubator,,,Filter paper,Petri,9 cm,4,50,34,N,0,None,None,N,Y,24,N,0,20,20,20,20,64,200
TBMF,Hydrangea petiolaris,Hydrangea petiolaris,Hydrangeaceae,"Cho, J. S., et al. (2014). ""Several Factors Affecting Seed Germination of Hydrangea petiolaris Siebold & Zucc."" Korean Journal of Plant Resources 27(5): 534-539.",2011,South Korea,"Jeju, South Korea",33.38333333333333,126.56666666666666,Y,Incubator,,,Filter paper,Petri,9 cm,4,50,34,N,0,None,None,N,N,0,N,0,25,25,25,25,100,200
TBMF,Hydrangea petiolaris,Hydrangea petiolaris,Hydrangeaceae,"Cho, J. S., et al. (2014). ""Several Factors Affecting Seed Germination of Hydrangea petiolaris Siebold & Zucc."" Korean Journal of Plant Resources 27(5): 534-539.",2011,South Korea,"Jeju, South Korea",33.38333333333333,126.56666666666666,Y,Incubator,,,Filter paper,Petri,9 cm,4,50,34,N,0,None,None,N,N,0,N,0,30,30,30,30,16,200
TBMF,Pinus densiflora,Pinus densiflora,Pinaceae,"Choi, D., et al. (2009). ""Seed germination and seedling physiology of Larix kaempferi and Pinus densiflora in seedbeds with charcoal and elevated CO2."" Landscape and Ecological Engineering 5(2): 107-113.",2008,Japan,"Hokkaido Research Center, Forestry and Forest Products Research Institute (FFPRI), Sapporo, Japan",43.05,141.35,Y,Incubator,30% H2O2 for 20 min,,Soil,,,1,45,NA,N,10,4,Cold,Y,Y,12,Y,10,26,16,21,20,10,45
TBMF,Rubus parvifolius,Rubus parvifolius,Rosaceae,"Choi, G. E., et al. (2016). ""Scarification and stratification protocols for breaking dormancy of Rubus (Rosaceae) species in Korea."" Seed Science and Technology 44(2): 239-252.",2013,South Korea,"Jeonju si, Jeollabuk do, Korea",35.81666666666667,127.11666666666666,Y,Incubator,,,Filter paper,Petri,9 cm,4,50,100,N,56,4,Cold,Y,Y,14,Y,10,25,15,20.833333333333336,20,0,200
TBMF,Rubus buergeri,Rubus buergeri,Rosaceae,"Choi, G. E., et al. (2016). ""Scarification and stratification protocols for breaking dormancy of Rubus (Rosaceae) species in Korea."" Seed Science and Technology 44(2): 239-252.",2012,South Korea,"Seogwipo si, Jeju do, Korea",33.233333333333334,126.55,Y,Incubator,,,Filter paper,Petri,9 cm,4,50,100,Y,56,4,Cold,Y,Y,14,Y,10,25,15,20.833333333333336,20,0,200
TBMF,Rubus buergeri,Rubus buergeri,Rosaceae,"Choi, G. E., et al. (2016). ""Scarification and stratification protocols for breaking dormancy of Rubus (Rosaceae) species in Korea."" Seed Science and Technology 44(2): 239-252.",2012,South Korea,"Seogwipo si, Jeju do, Korea",33.233333333333334,126.55,Y,Incubator,,,Filter paper,Petri,9 cm,4,50,100,N,56,4,Cold,Y,Y,14,Y,10,25,15,20.833333333333336,20,0,200
