"families","species","species.original","life.form","H","L","N","ellenberg.L","eduardo.mayor.L","eduardo.filled.L","ell_light_uk","ell_L_it","L1.fr","L2.fr","L.cz","L.land","ellenberg.H","eduardo.mayor.H","eduardo.filled.H","ell_H_uk","ell_H_it","H1.fr","H2.fr","H.cz","H.land","ellenberg.N","eduardo.mayor.N","eduardo.filled.N","ell_N_uk","ell_N_it","N1.fr","N2.fr","N.cz","N.land"
"Fabaceae","Lembotropis_nigricans","Lembotropis_nigricans","woody",2,1,1,"6","NA","NA","NA","6","NA","NA","NA","NA","5.333333333333333","NA","NA","NA","4","NA","NA","NA","NA","2","NA","NA","NA","0","NA","NA","NA","NA"
"Fabaceae","Lotus_angustissimus","Lotus_angustissimus","annual",2,3,2,"NA","5","NA","8","11","8","NA","NA","5","NA","1","NA","3","7","7","NA","NA","1.5","NA","3","NA","3","4","3","NA","NA","2"
"Fabaceae","Lotus_conimbricensis","Lotus_conimbricensis","annual",2,3,2,"NA","NA","NA","NA","11","9","NA","NA","NA","NA","NA","NA","NA","2","6","NA","NA","NA","NA","NA","NA","NA","2","6","NA","NA","NA"
"Fabaceae","Lotus_corniculatus","Lotus_corniculatus","perennial",2,2,2,"7","4","4","7","7","7.5","NA","7","4","5.333333333333333","2","2.5","4","4","4.8333333333333304","NA","4","2.75","3","3","2.5","3","2","3","NA","4","3"
"Fabaceae","Lotus_cytisoides","Lotus_cytisoides","perennial",1,3,2,"NA","NA","NA","NA","11","9","NA","NA","NA","NA","NA","NA","NA","1","3","NA","NA","NA","NA","NA","NA","NA","1","5","NA","NA","NA"
"Fabaceae","Lotus_edulis","Lotus_edulis","annual",1,2,2,"NA","NA","NA","NA","9","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","NA","NA","NA"
"Fabaceae","Lotus_halophilus","Lotus_halophilus","annual",1,3,1,"NA","NA","NA","NA","11","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA"
"Fabaceae","Lotus_maritimus","Lotus_maritimus","perennial",2,2,2,"NA","NA","NA","NA","NA","8","NA","8","4","NA","NA","NA","NA","NA","6","NA","6","2.5","NA","NA","NA","NA","NA","2","NA","4","2"
"Fabaceae","Lotus_ornithopodioides","Lotus_ornithopodioides","annual",1,3,1,"NA","NA","NA","NA","11","NA","NA","NA","5","NA","NA","NA","NA","2","NA","NA","NA","1.5","NA","NA","NA","NA","1","NA","NA","NA","2"
"Fabaceae","Lotus_pedunculatus","Lotus_pedunculatus","perennial",3,1,2,"NA","3","3","NA","7","7","NA","7","3","NA","4","4","8","8","8","NA","8","4","NA","2","2","4","4","4","NA","4","4"
"Fabaceae","Lotus_peregrinus","Lotus_peregrinus","annual",1,3,1,"NA","NA","NA","NA","11","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA"
"Fabaceae","Lotus_purpureus","Lotus_purpureus","annual",2,2,2,"NA","NA","NA","NA","NA","NA","NA","NA","4","NA","NA","NA","NA","NA","NA","NA","NA","2.5","NA","NA","NA","NA","NA","NA","NA","NA","2"
"Fabaceae","Lotus_subbiflorus","Lotus_subbiflorus","annual",1,3,2,"NA","5","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","5","NA","NA","NA","NA","NA","NA","1","NA","5","NA","NA","NA","NA","NA"
"Fabaceae","Lotus_tenuis","Lotus_tenuis","perennial",3,2,2,"7","4","4","NA","9","NA","NA","7","4","9.3333333333333339","4","4","7","6","NA","NA","7","3.5","4","2","2","NA","7","NA","NA","6","3"
"Fabaceae","Lotus_tetragonolobus","Lotus_tetragonolobus","annual",2,2,3,"NA","NA","NA","NA","8","8","NA","NA","NA","NA","NA","NA","NA","6","4","NA","NA","NA","NA","NA","NA","NA","6","7","NA","NA","NA"
"Fabaceae","Lupinus_angustifolius","Lupinus_angustifolius","annual",1,2,2,"NA","NA","4","NA","11","7","NA","NA","4","NA","NA","2","NA","2","5","NA","NA","1.5","NA","NA","2","NA","2","7","NA","NA","2"
"Fabaceae","Lupinus_pilosus","Lupinus_pilosus","annual",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Fabaceae","Medicago_arabica","Medicago_arabica","annual",2,2,2,"8","4","4","7.6666666670000003","9","8","NA","8","4","5.333333333333333","2","2","4.3333333329999997","2","5","NA","4","2","5","4","4","NA","2","6","NA","5","4"
"Fabaceae","Medicago_arborea","Medicago_arborea","woody",2,2,2,"NA","NA","NA","NA","11","7","NA","NA","NA","NA","NA","NA","NA","3","5","NA","NA","NA","NA","NA","NA","NA","3","5","NA","NA","NA"
"Fabaceae","Medicago_ciliaris","Medicago_ciliaris","annual",1,3,2,"NA","NA","NA","NA","11","8","NA","NA","NA","NA","NA","NA","NA","2","4","NA","NA","NA","NA","NA","NA","NA","2","7","NA","NA","NA"
"Fabaceae","Medicago_coronata","Medicago_coronata","annual",1,3,1,"NA","NA","NA","NA","11","NA","NA","NA","5","NA","NA","NA","NA","2","NA","NA","NA","1.5","NA","NA","NA","NA","2","NA","NA","NA","2"
"Fabaceae","Medicago_disciformis","Medicago_disciformis","annual",1,3,1,"NA","NA","NA","NA","11","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA"
"Fabaceae","Medicago_falcata","Medicago_falcata","perennial",1,2,2,"NA","NA","NA","NA","NA","NA","NA","8","4","NA","NA","NA","NA","NA","NA","NA","3","1.5","NA","NA","NA","NA","NA","NA","NA","3","2"
"Fabaceae","Medicago_littoralis","Medicago_littoralis","annual",1,3,2,"NA","5","5","NA","11","9","NA","NA","NA","NA","1","1","NA","2","4","NA","NA","NA","NA","2","2","NA","2","5","NA","NA","NA"
"Fabaceae","Medicago_lupulina","Medicago_lupulina","annual",2,2,2,"7","4","4","7","7","7","NA","7","3","5.333333333333333","2","2","4","4","4","NA","4","2","5","2","2","NA","7","3","NA","4","3"
"Fabaceae","Medicago_marina","Medicago_marina","perennial",1,3,2,"NA","5","NA","NA","12","9","NA","NA","NA","NA","1","NA","NA","1","5","NA","NA","NA","NA","2","NA","NA","1","6","NA","NA","NA"
"Fabaceae","Medicago_minima","Medicago_minima","perennial",1,3,1,"9","5","5","9","NA","NA","9","9","4","4","1","1","3","NA","NA","3","3","1.5","2","1","1","NA","NA","NA","2","3","2"
"Fabaceae","Medicago_monspeliaca","Medicago_monspeliaca","annual",1,3,1,"NA","NA","NA","NA","NA","NA","NA","9","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","2","NA"
"Fabaceae","Medicago_murex","Medicago_murex","annual",2,2,2,"NA","4","NA","NA","11","NA","NA","NA","NA","NA","3","NA","NA","2","NA","NA","NA","NA","NA","3","NA","NA","2","NA","NA","NA","NA"
"Fabaceae","Medicago_orbicularis","Medicago_orbicularis","annual",1,2,2,"NA","4","4","NA","7","7","NA","NA","4","NA","1","1","NA","3","5","NA","NA","1","NA","2","2","NA","4","6","NA","NA","3"
"Fabaceae","Medicago_polymorpha","Medicago_polymorpha","annual",1,3,2,"NA","NA","4","9","9","NA","9","NA","4","NA","NA","2","4","2","NA","3","NA","1","NA","NA","4","NA","2","NA","5","NA","4"
"Fabaceae","Medicago_rigidula","Medicago_rigidula","annual",1,2,2,"NA","NA","NA","NA","11","NA","NA","NA","4","NA","NA","NA","NA","1","NA","NA","NA","1","NA","NA","NA","NA","1","NA","NA","NA","3"
"Fabaceae","Medicago_rugosa","Medicago_rugosa","annual",1,3,1,"NA","NA","NA","NA","11","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA"
"Fabaceae","Medicago_sativa","Medicago_sativa","perennial",2,2,2,"8","NA","4","7.6666666670000003","8","8","NA","8","4","4.666666666666667","NA","2","4","3","4.25","NA","4","1.75","4","NA","4","5","3","5.5","NA","4.5","3"
"Fabaceae","Medicago_scutellata","Medicago_scutellata","annual",1,3,2,"NA","NA","NA","NA","11","7","NA","NA","5","NA","NA","NA","NA","2","6","NA","NA","1.5","NA","NA","NA","NA","2","5","NA","NA","2"
"Fabaceae","Medicago_truncatula","Medicago_truncatula","annual",1,3,1,"NA","NA","NA","NA","11","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA"
"Fabaceae","Medicago_turbinata","Medicago_turbinata","annual",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Fabaceae","Melilotus_albus","Melilotus_albus","annual",2,3,2,"NA","NA","NA","9","9","9","NA","9","4","NA","NA","NA","3.3333333330000001","3","4","NA","4","2.5","NA","NA","NA","NA","3","5","NA","4","3"
"Fabaceae","Melilotus_indicus","Melilotus_indicus","annual",2,2,2,"NA","NA","4","NA","7","8","NA","9","4","NA","NA","2","4","4","6","NA","4","1.5","NA","NA","4","6.5","5","5","NA","6","3"
"Fabaceae","Melilotus_infesta","Melilotus_infesta","annual",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Fabaceae","Melilotus_italica","Melilotus_italica","annual",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Fabaceae","Melilotus_messanensis","Melilotus_messanensis","annual",1,1,2,"NA","NA","NA","NA","8","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","NA","NA","NA"
"Fabaceae","Melilotus_neapolitanus","Melilotus_neapolitanus","annual",1,2,2,"NA","NA","NA","NA","NA","NA","NA","NA","4","NA","NA","NA","NA","NA","NA","NA","NA","1.5","NA","NA","NA","NA","NA","NA","NA","NA","3"
"Fabaceae","Melilotus_officinalis","Melilotus_officinalis","perennial",2,2,2,"8","4","4.5","NA","8","8","NA","8","4","4","2","2","4","3","4","NA","4","3","3","3","2.5","NA","7","5","NA","5","3"
"Fabaceae","Melilotus_sulcatus","Melilotus_sulcatus","annual",1,2,2,"NA","NA","NA","NA","8","NA","NA","NA","4","NA","NA","NA","NA","3","NA","NA","NA","1","NA","NA","NA","NA","3","NA","NA","NA","3"
"Fabaceae","Onobrychis_aequidentata","Onobrychis_aequidentata","annual",1,3,1,"NA","NA","NA","NA","11","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA"
"Fabaceae","Onobrychis_alba","Onobrychis_alba","perennial",1,3,1,"NA","NA","NA","NA","11","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA"
"Fabaceae","Onobrychis_arenaria","Onobrychis_arenaria","perennial",1,2,1,"7","NA","NA","NA","7","NA","NA","8","4","2.6666666666666665","NA","NA","NA","2","NA","NA","3","1.5","1","NA","NA","NA","0","NA","NA","3","2"
"Fabaceae","Onobrychis_caput-galli","Onobrychis_caput-galli","annual",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Fabaceae","Onobrychis_ebenoides","Onobrychis_ebenoides","perennial",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Fabaceae","Onobrychis_montana","Onobrychis_montana","perennial",2,2,2,"9","NA","NA","NA","9","NA","NA","NA","4","5.333333333333333","NA","NA","NA","3","NA","NA","NA","2","2","NA","NA","NA","4","NA","NA","NA","3"
"Fabaceae","Onobrychis_sphaciotica","Onobrychis_sphaciotica","perennial",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Fabaceae","Onobrychis_venosa","Onobrychis_venosa","perennial",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Fabaceae","Onobrychis_viciifolia","Onobrychis_viciifolia","perennial",2,2,2,"8","NA","5","7.6666666670000003","8","NA","NA","8","4","4","NA","2","3.6666666669999999","3","NA","NA","4","2","3","NA","2","3.3333333330000001","3","NA","NA","4","2"
"Fabaceae","Ononis_cristata","Ononis_cristata","perennial",1,2,2,"NA","NA","NA","NA","8","8","NA","NA","4","NA","NA","NA","NA","4","4","NA","NA","1.5","NA","NA","NA","NA","3","3","NA","NA","2"
"Fabaceae","Ononis_natrix","Ononis_natrix","perennial",1,2,1,"8","NA","NA","NA","8","8.5","NA","NA","4","4","NA","NA","NA","3","3.5","NA","NA","2","1","NA","NA","NA","0","3","NA","NA","2"
"Fabaceae","Ononis_ornithopodioides","Ononis_ornithopodioides","annual",1,3,2,"NA","NA","NA","NA","11","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","NA","NA","NA"
"Fabaceae","Ononis_pubescens","Ononis_pubescens","annual",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Fabaceae","Ononis_reclinata","Ononis_reclinata","annual",1,3,1,"NA","5","5","9","11","NA","NA","NA","5","NA","1","1","2","2","NA","NA","NA","1","NA","1","1","2","1","NA","NA","NA","3"
"Fabaceae","Ononis_spinosa","Ononis_spinosa","perennial",2,3,2,"8","NA","4","8","NA","8.25","NA","8","4","5.333333333333333","NA","2.5","4","NA","3.25","NA","4","2.5","3","NA","2","3","NA","3.25","NA","3","2"
"Fabaceae","Ononis_variegata","Ononis_variegata","annual",1,3,2,"NA","NA","NA","NA","11","9","NA","NA","NA","NA","NA","NA","NA","2","4","NA","NA","NA","NA","NA","NA","NA","1","5","NA","NA","NA"
"Fabaceae","Ononis_viscosa","Ononis_viscosa","annual",2,3,1,"NA","NA","NA","NA","11","NA","NA","NA","NA","NA","NA","NA","NA","4","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA"
"Fabaceae","Ornithopus_compressus","Ornithopus_compressus","annual",1,3,1,"NA","5","5","NA","11","NA","NA","NA","NA","NA","1","1","NA","2","NA","NA","NA","NA","NA","1","1","NA","1","NA","NA","NA","NA"
"Fabaceae","Ornithopus_perpusillus","Ornithopus_perpusillus","annual",1,2,1,"7","4","4","NA","7","8","NA","7","3","4","1","1","3.3333333330000001","2","NA","3","3","2","2","1","1","NA","3","2","NA","2","2"
"Fabaceae","Ornithopus_pinnatus","Ornithopus_pinnatus","annual",1,3,1,"NA","4","4","8","11","NA","NA","NA","NA","NA","1","1","3","2","NA","NA","NA","NA","NA","1","1","NA","1","NA","NA","NA","NA"
"Fabaceae","Oxytropis_campestris","Oxytropis_campestris","perennial",2,3,1,"9","NA","NA","9","9","NA","NA","NA","4","5.333333333333333","NA","NA","4","3","NA","NA","NA","2","2","NA","NA","NA","3","NA","NA","NA","2"
"Fabaceae","Oxytropis_halleri","Oxytropis_halleri","perennial",1,3,1,"NA","NA","5","NA","NA","8","NA","NA","4.5","NA","NA","1","3","NA","5","NA","NA","1","NA","NA","2","NA","NA","2","NA","NA","2"
"Fabaceae","Oxytropis_jabalambrensis","Oxytropis_jabalambrensis","perennial",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Fabaceae","Oxytropis_lapponica","Oxytropis_lapponica","perennial",2,2,1,"NA","NA","NA","NA","9","9","NA","NA","4","NA","NA","NA","NA","4","4","NA","NA","2","NA","NA","NA","NA","2","2","NA","NA","2"
"Fabaceae","Oxytropis_pilosa","Oxytropis_pilosa","perennial",1,3,1,"9","NA","NA","NA","9","NA","9","9","3","1.3333333333333333","NA","NA","NA","1","NA","1","2","1","1","NA","NA","NA","1","NA","1","2","2"
"Fabaceae","Pisum_sativum","Pisum_sativum","annual",2,2,2,"NA","NA","NA","NA","9","NA","NA","NA","3.5","NA","NA","NA","NA","3","NA","NA","NA","2.75","NA","NA","NA","NA","3","NA","NA","NA","3"
"Fabaceae","Scorpiurus_muricatus","Scorpiurus_muricatus","annual",1,1,1,"NA","NA","4","NA","7","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA"
"Fabaceae","Securigera_cretica","Securigera_cretica","annual",1,3,1,"NA","NA","NA","NA","11","NA","NA","NA","5","NA","NA","NA","NA","3","NA","NA","NA","1.5","NA","NA","NA","NA","2","NA","NA","NA","2"
"Fabaceae","Securigera_globosa","Securigera_globosa","perennial",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Fabaceae","Securigera_securidaca","Securigera_securidaca","annual",1,3,2,"NA","NA","NA","NA","11","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","NA","NA","NA"
"Fabaceae","Securigera_varia","Securigera_varia","perennial",2,2,2,"NA","NA","NA","7","NA","NA","NA","7","3","NA","NA","NA","4","NA","NA","NA","4","2.5","NA","NA","NA","3.5","NA","NA","NA","4","2"
"Fabaceae","Spartium_junceum","Spartium_junceum","woody",2,1,2,"NA","NA","NA","NA","7","8","NA","NA","3","NA","NA","NA","NA","4","5","NA","NA","2","NA","NA","NA","NA","2","4","NA","NA","3"
"Fabaceae","Trifolium_alpestre","Trifolium_alpestre","perennial",1,1,2,"7","NA","NA","NA","7","7","NA","7","3","4","NA","NA","NA","3","4","NA","3","1.5","3","NA","NA","NA","3","4","NA","3","2"
"Fabaceae","Trifolium_alpinum","Trifolium_alpinum","perennial",2,2,1,"8","4","4","NA","9","8","NA","8","4","5.333333333333333","2","2","NA","4","5","NA","4","2.5","2","2","2","NA","4","2","NA","2","2"
"Fabaceae","Trifolium_angustifolium","Trifolium_angustifolium","annual",1,2,2,"NA","4","4","NA","11","NA","NA","NA","4","NA","1","1","NA","2","NA","NA","NA","1","NA","2","2","NA","2","NA","NA","NA","2"
"Fabaceae","Trifolium_argutum","Trifolium_argutum","annual",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Fabaceae","Trifolium_arvense","Trifolium_arvense","annual",1,2,1,"8","4","4","8.3333333330000006","8","NA","NA","8","4","4","2","2","NA","2","NA","NA","3","1.5","1","1","1","NA","1","NA","NA","2","2"
"Fabaceae","Trifolium_aureum","Trifolium_aureum","annual",2,2,2,"7","NA","NA","7","7","7","NA","7","4","5.333333333333333","NA","NA","NA","3","5","NA","4","2.5","2","NA","NA","NA","2","4","NA","4","2.5"
"Fabaceae","Trifolium_badium","Trifolium_badium","perennial",3,2,2,"8","NA","NA","NA","7","8","NA","8","4","8","NA","NA","NA","6","6","NA","6","3.5","5","NA","NA","NA","5","5","NA","5","3"
"Fabaceae","Trifolium_bocconei","Trifolium_bocconei","annual",2,2,1,"NA","NA","NA","9","8","NA","NA","NA","NA","NA","NA","NA","4","4","NA","NA","NA","NA","NA","NA","NA","2","2","NA","NA","NA","NA"
"Fabaceae","Trifolium_boissieri","Trifolium_boissieri","annual",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Fabaceae","Trifolium_campestre","Trifolium_campestre","annual",2,2,2,"8","4","4","8","8","NA","8","8","4","5.333333333333333","2","2","4","4","NA","4","4","2.5","3","2","2","3.6666666669999999","3","NA","3","4","2"
"Fabaceae","Trifolium_cherleri","Trifolium_cherleri","annual",1,3,1,"NA","NA","NA","NA","11","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA"
"Fabaceae","Trifolium_clypeatum","Trifolium_clypeatum","annual",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Fabaceae","Trifolium_dalmaticum","Trifolium_dalmaticum","annual",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Fabaceae","Trifolium_diffusum","Trifolium_diffusum","annual",2,2,2,"NA","NA","NA","NA","7","8","NA","NA","NA","NA","NA","NA","NA","6","7","NA","NA","NA","NA","NA","NA","NA","4","7","NA","NA","NA"
"Fabaceae","Trifolium_dubium","Trifolium_dubium","annual",2,1,2,"6","4","4","6.3333333329999997","6","6","NA","6","4","5.333333333333333","3","3","NA","5","5","NA","5","2.5","4","3","3","NA","4","5","NA","5","3"
"Fabaceae","Trifolium_echinatum","Trifolium_echinatum","annual",1,1,1,"NA","NA","NA","NA","8","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA"
"Fabaceae","Trifolium_fragiferum","Trifolium_fragiferum","perennial",3,2,3,"8","4","4","8","8","7","NA","8","4","9.3333333333333339","3","3","7","7","7","NA","7","3","7","3","3","6.6666666670000003","7","7","NA","7","2"
"Fabaceae","Trifolium_glomeratum","Trifolium_glomeratum","annual",2,2,2,"NA","NA","4","9","7","NA","NA","NA","4","NA","NA","1","NA","3","NA","NA","NA","2","NA","NA","1","NA","2","NA","NA","NA","3"
"Fabaceae","Trifolium_grandiflorum","Trifolium_grandiflorum","annual",2,1,2,"NA","NA","NA","NA","6","NA","NA","NA","NA","NA","NA","NA","NA","4","NA","NA","NA","NA","NA","NA","NA","NA","4","NA","NA","NA","NA"
"Fabaceae","Trifolium_hirtum","Trifolium_hirtum","annual",1,2,2,"NA","NA","NA","NA","8","8","NA","NA","4","NA","NA","NA","NA","2","4","NA","NA","1.5","NA","NA","NA","NA","1","7","NA","NA","2"
"Fabaceae","Trifolium_hybridum","Trifolium_hybridum","perennial",3,2,3,"7","NA","NA","7","7","8","NA","7","4","8","NA","NA","NA","6","7","NA","6","3.25","5","NA","NA","6","5","6","NA","7","4"
"Fabaceae","Trifolium_incarnatum","Trifolium_incarnatum","annual",2,2,3,"NA","4","4","NA","11","NA","NA","8","4","NA","2","2","3.5","4","NA","NA","5","2","NA","4","4","4","7","NA","NA","6","3.5"
"Fabaceae","Trifolium_incarnatum","Trifolium_incarnatum&molinerii","annual",2,2,3,"NA","4","4","NA","11","NA","NA","8","4","NA","2","2","3.5","4","NA","NA","5","2","NA","4","4","4","7","NA","NA","6","3.5"
"Fabaceae","Trifolium_lappaceum","Trifolium_lappaceum","annual",2,2,2,"NA","4","4","NA","8","8","NA","NA","NA","NA","3","3","NA","2","7","NA","NA","NA","NA","2","2","NA","1","5","NA","NA","NA"
"Fabaceae","Trifolium_leucanthum","Trifolium_leucanthum","annual",2,2,1,"NA","NA","NA","NA","8","8","NA","NA","NA","NA","NA","NA","NA","3","5","NA","NA","NA","NA","NA","NA","NA","2","3","NA","NA","NA"
"Fabaceae","Trifolium_medium","Trifolium_medium","perennial",2,1,2,"7","3","3.6666666669999999","NA","7","6","NA","7","3","5.333333333333333","2","2","NA","4","5","NA","4","2.5","3","2","3.3333333330000001","3.6666666669999999","3","4","NA","4","3"
"Fabaceae","Trifolium_micranthum","Trifolium_micranthum","annual",3,3,2,"9","5","5","8","8","NA","9","NA","4","9.3333333333333339","4","4","NA","5","NA","7","NA","2.5","5","2","2","NA","4","NA","5","NA","2"
"Fabaceae","Trifolium_montanum","Trifolium_montanum","perennial",2,2,1,"8","NA","NA","NA","NA","8","NA","7","4","4","NA","NA","NA","NA","NA","NA","3","2","2","NA","NA","NA","NA","NA","NA","3","2"
"Fabaceae","Trifolium_mutabile","Trifolium_mutabile","annual",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Fabaceae","Trifolium_nigrescens","Trifolium_nigrescens","annual",1,2,3,"NA","NA","NA","NA","8","NA","NA","NA","4","NA","NA","NA","NA","5","NA","NA","NA","1","NA","NA","NA","NA","6","NA","NA","NA","3"
"Fabaceae","Trifolium_occidentale","Trifolium_occidentale","annual",2,3,2,"NA","4","NA","9","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","NA","NA","NA","NA","NA","NA"
"Fabaceae","Trifolium_ochroleucon","Trifolium_ochroleucon","perennial",2,2,1,"7","4","4","7","NA","8","NA","7","4","5.333333333333333","2","2","NA","NA","NA","4","4","2","2","2","2","2.3333333330000001","NA","NA","2","3","2"
"Fabaceae","Trifolium_ornithopodioides","Trifolium_ornithopodioides","annual",1,3,2,"NA","NA","NA","9","NA","NA","9","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","NA","NA","NA","NA","3","NA","NA","NA","NA","NA"
"Fabaceae","Trifolium_pallescens","Trifolium_pallescens","perennial",2,3,1,"8","NA","NA","NA","9","8","NA","NA","5","6.666666666666667","NA","NA","NA","4","5","NA","NA","3","2","NA","NA","NA","4","2","NA","NA","2"
"Fabaceae","Trifolium_pallidum","Trifolium_pallidum","annual",2,2,2,"NA","NA","NA","NA","7","8","NA","NA","NA","NA","NA","NA","NA","4","4","NA","NA","NA","NA","NA","NA","NA","2","4","NA","NA","NA"
"Fabaceae","Trifolium_physodes","Trifolium_physodes","perennial",1,3,1,"NA","NA","NA","NA","11","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA"
"Fabaceae","Trifolium_pratense","Trifolium_pratense","perennial",2,2,2,"7.5","4","4","7","7","7.6","NA","7","4","6.666666666666667","3","3.5","5","6.6666666670000003","5.2","NA","5","3","5.5","3","2.5","5","5","6","NA","6","3"
"Fabaceae","Trifolium_purpureum","Trifolium_purpureum","annual",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Fabaceae","Trifolium_repens","Trifolium_repens","perennial",2,2,3,"8","4","4","NA","8","7.3333333333333304","NA","7","4","6.666666666666667","3","2.5","NA","6.6666666670000003","5.6666666666666696","NA","5","3","6","4","3.5","NA","7","5","NA","6","4"
"Fabaceae","Trifolium_resupinatum","Trifolium_resupinatum","annual",2,2,3,"8","4","4","8","8","8","NA","8","4","8","3","3","NA","5","7","NA","6","3","5","3","3","NA","5","7","NA","6","4"
"Fabaceae","Trifolium_rubens","Trifolium_rubens","perennial",1,1,1,"7","NA","NA","NA","7","7","NA","7","3","4","NA","NA","NA","3","4","NA","3","2","2","NA","NA","NA","0","3","NA","3","2"
